0
TBC1D5
GADD45B
MMP14
HTR2C
SUMO1
ITGA7
ELOB
CYCS
CD5L
NLK
EPOR
UCP3
ABL1
RXRB
CDCA8
AURKA
CMTM2
ACVR2A
PCDH8
BMP4
HDAC11
ATG12
LHCGR
MARK2
GATA1
CAD
HSPA9
NCAPD2
TLN1
RIN2
ADCY9
NCK2
EEF2
SIN3B
EFNB1
EPHA5
PRKD2
FOXO1
MAP3K6
RAB5C
MAPK8IP3
IL13RA1
LSP1
ITSN1
ROMO1
LEPROT
GPAM
HGS
EPHB4
KAT8
GLB1
GREM1
SOSTDC1
DNM2
RFFL
LTA
CCNA1
MAPK8IP1
STK26
NDUFA2
GLI2
CDK4
BDH1
FBXO5
FGA
ERBB3
TH
AURKC
SUPT7L
CFLAR
RAP1B
LAMA1
IRAK1BP1
PPID
DLK1
CCNH
ARHGEF9
STAG2
IKBKG
ADAM15
CABLES1
CCNB2
TRAPPC9
NTRK3
BCL2A1
CD40LG
PPM1A
VIM
WWOX
ADM
NFKB1
RAD9A
TBK1
CDK8
SYNGAP1
G6PC
ECT2
SESN1
APP
HSP90B1
DUSP10
STK36
PSD
MCM7
GPI
ACAP1
RFC1
NUMBL
CYBB
NDC80
NOXO1
RACK1
GORASP1
EIF2AK2
RELA
GAB2
AQP5
ANKRA2
MAP3K10
GADD45G
GSK3A
HDAC9
GPR143
EFNB3
HBEGF
STAT3
ICOSLG
PRKAR1A
MYCBP
RBL1
TRIM33
FANCG
CREBBP
NRP2
MAPKAPK5
WIF1
SP5
CLTB
YY1
IFNA10
IFNA1
KDELR1
PRR5
CTNND2
GNAT1
HOXA10
ARHGAP21
GJA1
DOCK2
ADCY8
ARHGAP32
GAS2
SGK1
FRZB
FAM120B
SH2B1
MAGEB4
BNIP3L
PRDX1
RRM1
RUSC1
PDE1B
NCOA4
TERT
POLR1B
SOCS1
TP53BP1
CHST15
RMI1
TP53
TFEB
KATNA1
RIPK1
EDN1
PPP1R14A
HSPA1B
PSMB5
TOLLIP
CASP2
FN1
CDC6
TRAIP
LMNB2
FCGR2A
CDC27
NCKAP1
FGFR3
AMPD3
STAM2
PSMD4
IHH
SMG6
UBE4B
PTF1A
PSMC2
ATG7
TANK
GNGT1
CCNE1
CCNG1
CTSD
HMOX1
PSMA3
SSH1
KLHL9
FAF1
C4BPB
CCNT1
ASCL1
BCAR1
VAV2
TFAP2A
MAP3K1
SDC4
BCL2L1
BID
ZNF17
NONO
SMAD2
POLR1A
TP53INP1
ETV5
ARAP2
IL11RA
PDGFC
GCH1
AHSG
GFI1
SNX1
HNRNPC
RNF11
ZFP36L1
GAD1
STAG3L5P-PVRIG2P-PILRB
FAS
BCORL1
MOGAT3
DLC1
TLR2
DIXDC1
GNA13
VTRNA2-1
MAP3K3
TNKS
MC4R
CRKL
LPAR1
RELB
FHL2
MBD3
TAOK2
COL4A2
SMARCD3
ID3
HIP1
MOBP
TIAM1
PPP1R13B
JAML
A2M
MAD1L1
KPNA1
ROBO1
XRCC5
FAAP100
MAML1
SOD2
SMYD2
MAPT
FGF23
PREX2
ANP32A
ACTB
AURKAIP1
MMP1
OSM
IL12RB2
PLAUR
ORC1
PDIA3
OSCAR
NFKBIZ
MPRIP
GRIA2
PGM1
NOG
SLC9A3R1
GRIK4
PITX2
XRCC3
KRT35
S1PR3
WNT2
MAP3K14
EXOC8
IL10
TIRAP
BCL2L14
UBA3
ITGB3
SUFU
PFDN5
SIK3
GNS
BTC
CD5
DNMT1
FRS3
FANCD2
BDKRB2
CHRNA1
ARHGEF15
ARAP3
GNG4
APLF
SH3BGRL
CDKN2B
RBL2
APPBP2
IFNA5
SYT1
DYNC1H1
PATZ1
LDHA
ADCY4
SCARB1
ELMO2
CD44
FGD1
PLEKHA2
PRKN
ATR
CCL3
SIPA1
BRSK1
DDX3X
BCL10
STAT4
POLR3D
NEUROG3
DAPK1
GNB1
DCLRE1B
KHDRBS1
SNX4
KCNQ1
KIF23
SH3RF1
IRS2
F8
FCGR3A
BANK1
CDKN2A
KDR
LAMA5
DUSP12
APOBEC1
DUSP3
USF1
TBL1X
DCC
PPIA
VCAM1
IREB2
NPNT
CYTH1
IFNA8
EDIL3
MAP3K11
MBD4
RAB11A
ACTN3
CTDSP1
EIF4G1
GRM1
PI4KB
EYA4
INPP5D
ADA
GTF2H2
CDK9
ITGAX
SH2D2A
ZPR1
TSG101
NGEF
JAK3
PUM3
TK1
FKBPL
TAF1C
CYTH2
PFDN2
IFT88
DMTF1
JAG1
PTGIR
IKZF1
NKIRAS1
TNFRSF4
TNFRSF13C
LMNA
RFC5
PARVA
GNAI2
NSMAF
MAPKAPK3
PTMA
IL1RN
SPP1
NPY4R
ACADVL
STK11
TAPBP
PPP2R3A
PRAM1
PIK3R2
PPARGC1A
CARD11
PIK3CG
AP1B1
RALB
GRB14
SPRED2
RANBP2
TRPC2
FECH
CCL16
SGO1
EPHX1
STAM
IL1R2
ARHGAP35
MAP3K5
GPC5
COL6A5
FOXA3
NCAN
FZD4
PPP1R1B
NR2F2
CSDE1
TNFRSF18
COL1A1
HDAC2
ARHGEF10
GHRL
CENPA
PCBP4
KIT
MIB1
CALCOCO1
OAZ1
AGAP2
DSP
CDKN3
PPP1R14C
CSRP3
KDM5B
CHN2
BOC
PPP5C
SLIT3
SP3
CCKAR
PPP1R13L
PIK3CA
YWHAZ
ERN2
LGALS1
BLVRA
RAN
NFIA
S100A9
SUMO2
LAMTOR1
NKX3-1
PPM1J
RICTOR
NUP62
APPL1
TNFRSF1B
PTPN3
DHFR
GRK7
RAD52
TRAT1
HEXA
HIC1
PEG3
EGR4
MTIF2
YES1
PAFAH1B3
BCL2
DEFA6
ETV4
PSTPIP1
PIK3R6
PDCD2
ITGA3
SPC24
NUP153
TPX2
MYB
PER1
FKBP1A
FGG
PTCRA
PFKFB3
ABI1
PRSS12
TTF1
ABI2
PLSCR1
TAOK3
MDFIC
GPR83
FANCE
ZFHX3
MPP5
STEAP3
IL18R1
SERPINE1
TUBA1B
IL2RG
STRAP
RNF25
DCTN1
ARFGEF1
ZEB2
UVRAG
CENPE
HTR2A
CNGB1
RSPO2
RPL8
RPL4
SHB
SOS1
AKAP13
ERBIN
XPO1
MADCAM1
FCGR2B
SIK1
SPON2
HLA-A
PLCE1
TFCP2
BMP7
TNFSF12
BCL9L
KLHL12
SLC2A4
PSMD1
RPS6KB1
PTPN21
SMARCA2
PIF1
AIFM2
ATG14
PLCB1
TUBB2A
RIT2
TGFA
TFDP2
DUSP8
MAGEC3
ITGA2
UBTF
TGFB1I1
EIF4E3
TEC
FGFR2
CCL5
PENK
MRE11
ABCB1
CDC25A
RAB4A
KLF4
LAMP5
DNER
IFNAR2
TAF4B
XPO4
XRCC6
CISH
LAMC2
AURKB
GATA6
CNR1
HAGH
PDGFD
MAF
PTGDS
PDE6C
RNASEH2A
PARVB
MAML2
APOH
EEF2K
SLN
KCNJ11
SCGB1A1
MED15
ELK1
SLC26A1
NMI
CRTC2
GIT2
TDP2
PILRA
PEG10
CDC42
ULK1
NFYA
CD22
EPHA3
SEC14L2
GCK
TRIB3
EIF4EBP1
ECSIT
RRAGA
APOA1
EED
NPHS1
MAN1A1
ITGAM
S1PR2
PRLHR
RASA4
PTPN13
UBE2I
HUS1
TACC3
MMP12
EPN1
DEDD
DNTT
CD9
FOXA2
YWHAQ
RFK
TYRP1
ZNF277
DYRK2
DNMBP
SHC3
CXCR2
NUP210
POLL
EPHA1
COPB2
PDZD2
LRP6
L1CAM
DKK2
CABIN1
RAPGEF1
TFRC
ANTXR2
EBP
CHRNE
PSMC6
RAB38
SOST
COPS5
TICAM1
SKIL
PRKCI
GRB10
PIK3R3
ATF4
BRCA1
LNPEP
ADCY1
RAP1A
SNRPN
ARFGAP1
MUC1
TFF1
POLR1E
KMT5A
STK39
CSNK1A1
ARHGEF11
RARA
PRNP
DGCR8
PCK1
SLC2A3
IVL
CPEB1
VPS39
PKN1
EGR3
AXIN2
SELE
HMGCS2
POU2F2
PSMD3
WNT5A
RELN
KCNA2
PURA
PIK3C2A
ITGB2
IGFBP3
EBI3
CRHR1
DLG3
WNT7A
TYROBP
KREMEN2
IFNA7
ANPEP
LIMA1
S100A2
EPHA7
EPHB3
NOTCH1
DDX18
LRIG1
FTH1
NME2
MITF
ACTR2
MBD2
MYBL1
CDKN2B-AS1
BLVRB
SOX9
RAB5A
VCL
APC
HLA-G
STIL
GABRP
EIF4A1
DLL4
MYDGF
PLCD1
TCF12
CDH1
KIF2A
WEE1
PSMA6
RPL11
SLC6A20
CRHR2
RFXANK
TIFA
PLD1
MAP4K2
LAT
SOS2
CASQ1
SNIP1
NPM1
ADCY2
CCR5
CSNK2A1
PSMD14
PGK2
FAM110A
GSC
HPSE
RAD50
DNAJA1
ARHGDIA
PRMT5
ADAM2
EPHA2
RPTOR
BTG2
PDGFRA
IL18
FGF19
PKD2L1
CAB39
RRAGC
EPS8
EDNRB
E2F5
EXOC7
ITGAV
CRY1
TGFB3
BBC3
POLM
CALM3
FANCB
FPR1
BECN1
CCL17
ADCY6
ELP1
BMP5
HSPB1
CHRDL1
RPS6KA1
TERF2
SPDEF
WNT5B
S1PR4
PFKM
MTDH
TSHB
DDB2
DLX6-AS1
PRMT1
PTPRJ
CKAP5
ACTA2
DFFA
ARHGEF3
NR1H4
TMEFF2
OBSCN
KAT2B
KRT8
HRAS
FDXR
TRPC3
ZFP36
EREG
HDAC6
DNAJC5
KAT7
AMOT
CSNK1G3
CBLB
FBL
HRK
SENP1
AKAP5
RPS11
GNA11
CHN1
ICAM1
ZFPM1
IRF1
HCLS1
RAB33B
DLL1
ARHGAP5
TRAF2
IFNA4
PTPRF
WNT7B
DOK5
IGFBP4
EXOC2
GTF2I
CDKN1B
STRADA
PAFAH1B1
PPP1CB
SH3BP2
SFTPD
PPP1R3A
CTLA4
PRLR
CAMK4
PTN
HELLS
TNIK
PDLIM7
ODC1
ARHGAP8
SKP2
ADAM10
ADORA2B
ITSN2
EBAG9
NME1
EPHB1
PDE6G
BACH1
RHOC
IL15
ZNF274
GNPTAB
ETFA
PTPRU
POMC
SOCS2
PPP3CB
CHD7
ITGB1
HLA-DRB1
SYK
MPEG1
FXN
LAMB3
GOLGA2
PLA2G4A
GLI1
CFL1
FOXM1
LTB
SHH
DAB1
RGS9
EXOC5
ARID4A
PRKCE
BLM
DTX1
AGL
SH2B3
LPAR2
IRAK1
TIAM2
MMP9
KLRC2
PTPN7
KALRN
STX4
KRT9
GSTM1
NUPR1
IQGAP1
ARPC5
BSX
FBXO32
NDUFAF2
CD33
WDR77
PIK3C3
NID1
GABRD
CC2D1A
IL1R1
CENPF
TLE1
RASA1
MAPK3
NR0B2
RBM15
COL6A6
CLU
VPS4A
TAX1BP1
RPS6
ERRFI1
CTRC
TRIM32
TP53I3
TGM2
NOX1
IFNA21
CDK11B
ACTL6A
GNAT2
SMARCB1
IL23A
TCF7L2
ARHGAP9
IKBKB
LAT2
MYCT1
AGER
RASSF5
FAIM
CLDN1
RAP1GDS1
FLII
BIRC3
CDK1
CXCR4
TAF12
RFC2
DDX17
GNAI1
CSNK1G2
IRAK2
TGFB1
ADRM1
ANXA13
CLK2P1
PRKCG
SAA1
ITGB6
RAB1A
ZFYVE28
TGIF1
PDPK1
GRK1
SLC6A4
SPATA18
TRIM24
CNKSR1
CDKN2C
COL24A1
RPL23
ZYX
GPC3
PDE3B
DIABLO
PDIA2
CCNE2
KIF13B
APAF1
SKAP1
PCK2
APTX
WDR12
FADS3
GLI3
TRAPPC4
OS9
CXCL8
OPN1MW
CXCL1
CREM
AGTR1
CXCL11
PSMC3
ARHGAP17
FGF2
PRDM4
DUSP5
PI4K2A
RABGGTA
PPP1R12A
DVL1
FZD2
ILKAP
DCLRE1C
AP2B1
STAT5A
FCAR
ACTN2
BMI1
SFRP1
IGF2BP1
YKT6
E2F1
UBE2T
IQGAP3
HEY2
ACHE
SLC25A3
GBF1
NCOA2
OPRM1
BCL2L2
PGK1
PDE6H
IL23R
CBX5
ITGA5
HES1
CXCL12
STAT2
RTN4R
MST1
GUCY2D
SDC2
PAX6
TAB2
PRKDC
YBX1
RIT1
IL2RA
GYS1
MAPK11
EPHB2
AFP
ARHGEF10L
CBFB
PAK4
SHC1
VAV3
MSH2
FBXW11
MUC20
IFITM1
MYC
SPHK1
NTN1
TNFRSF9
CD82
TLE4
CES5A
SMAD9
RGS9BP
PTPN2
SAP18
DCAF7
WNT9B
RAPH1
EPS15
HOXB13
AATF
PARD6A
EPAS1
IL24
VPS4B
TBX21
G3BP2
CSF2RB
BCL2L2-PABPN1
ID2
CANX
SOCS4
NFKB2
PSMC1
SPAG9
ESR1
EID2
SEMA3E
MAP2K4
PEA15
TYMS
SLC2A1
RANBP1
AP1M1
DYRK1A
MYL9
NRK
PRC1
TAB3
IRF4
CENPJ
TRPV6
HRH2
GNRH1
S100A8
NR0B1
TFPI
KLB
LAMA4
TNS1
CHD4
ADAM17
PPP2R2B
HDAC10
GDI1
CTTN
CTAG1B
PEBP1
HAT1
EFNA3
ATXN2
CES3
PERP
TOP3A
RCAN1
GRIN2B
BIRC2
FKBP3
SDC3
CUL3
TBXA2R
RDH12
IL19
ATG4B
MTMR3
EHMT2
SH2D3C
STRN
FYN
DLX2
RUNX3
NPAS2
PTK2B
CTNNBIP1
IL1A
ACVR2B
SUV39H1
CDCA7
ITGAE
AMY1B
BATF3
TLR3
GAPDH
HSP90AB1
DOCK6
HES5
SLIT1
ERBB2
REXO2
TLE2
SMO
DEFB119
ARHGEF2
RASAL2
MRPL36
CASP3
HIF3A
PLIN2
BCL2L11
CCNA2
GZMA
NQO1
WNT3
PRKACG
CAV2
IFNA6
MAPKAPK2
SMARCC1
SEM1
SFXN3
SNTA1
BAG4
CD34
IL7
PIP5K1C
NCK1
IGFBP1
CD80
LAMB1
PXMP2
KIF20A
TNFRSF8
USP19
PFDN4
FADD
MDM4
NSUN2
AKAP8
CA2
TRAF7
KRT14
STT3A
POLE2
SH3KBP1
NFATC3
TRPC4AP
E2F3
ARRB1
TGFBR2
ATF3
BRK1
MFAP2
CEACAM5
MAP3K8
IL2RB
CYTH3
CEACAM1
CDC16
MLST8
TNFSF13B
CDKN1A
ODF1
GLG1
SVIL
CAMKK2
SH2B2
DKK1
ALPK3
LIF
RUNX1
DBNL
MAPK14
WWTR1
JUN
MAPK10
RARB
TOP2A
GPX2
CHEK1
VEGFB
MYLPF
TRAF1
TNFRSF25
F13A1
MTG1
EVI5
PKM
PMS2
CD86
NKD2
ZMIZ1
CDC34
ARHGEF18
ETS2
FURIN
FANCC
TRPV1
OXTR
FOXP3
ZEB1
NRG4
ATG10
ARPC2
RNF144B
NGFR
SHMT1
DUSP6
NSF
PYCARD
NF1
UBE2D2
TNIP2
TNIP1
TRIP6
HIF1A
BMPR2
CSNK1D
PAG1
HDAC5
MALT1
ARHGEF17
EGF
CRYAB
NCAPG
BARD1
IL3RA
OGG1
RRAGB
BAX
SEC16A
PROC
RIOX2
CD74
LAMP2
NOL7
RUVBL1
ERVH48-1
TMPRSS2
ABCG2
CCM2
TGFB2
SNX6
PLGRKT
RALA
PECAM1
LPP
NKIRAS2
STK11IP
GNGT2
PAK2
CBLL1
MAML3
POLA1
PTHLH
CD1B
SMURF1
SET
SKI
FLT4
COL4A3
JUND
GCG
CD3D
DOCK10
CAMK2A
SMC4
EGR2
MAGEB3
DGKA
LNX1
BAG1
TFF3
ROR2
CLTC
DFFB
CSF1
ACADM
RHOG
CRLF2
DAAM1
RASA2
FRAT1
CTHRC1
TWIST1
SPHK2
PPP2R2A
E2F8
ADD1
GZMB
SLC9A1
KRT7
CAT
DOK4
NDEL1
SDC1
ZNF385A
SCNN1A
RHOB
AIFM1
EVPL
COL11A2
MMP13
ANGPT2
SRC
MCF2L
IL17A
SPTAN1
STIM1
KCNJ5
PTPRE
KDM1A
FGFR4
RAB11FIP3
TAF9
BNIP3
FANCA
GRAMD4
CD40
HCK
SCN3B
ELANE
ITGB5
MEF2A
ACKR1
HMGA1
NUDC
FBXO8
ARHGEF1
SAV1
MAGED1
POU1F1
YWHAB
SMURF2
TXN
ABR
TMF1
POT1
SLC6A3
RXRG
CNGA3
AXIN1
CHRNB3
NTF3
ECE1
IFNA16
TRRAP
NF2
CUL2
IL5RA
IGF1R
TINAGL1
CHKB-CPT1B
E2F7
EPHA8
GLP1R
POU2F1
SLA2
LIMS2
STRADB
EFNA1
SLC11A1
CDX4
CCL2
MPO
MATK
MIA3
GABARAPL2
RAC2
PIP5K1A
SFI1
KLF10
ARFIP2
SCAMP2
PSMD12
GADD45A
TUBA4A
SMAD7
ATL1
SMPD1
PLUT
GUCA1C
NRARP
NR1I3
JAM3
GHSR
STAT5B
MAP2K6
BDNF-AS
ARR3
ITPR2
NCF2
KLHL13
PLEKHA7
GRIA3
OTUD7B
LRPPRC
SDHD
PTEN
CTNNA1
RPS6KA4
UBE2L3
KIF5B
PPP1R15A
MXD1
CDC25B
FBXO45
LEPR
MMP7
PIK3R1
IL4R
SH2D1A
POU5F1
ASAP1
CHGA
TP53BP2
MYF5
ATF7
GABARAP
C1D
NECTIN3
YWHAG
DVL2
PPP2CB
USP11
LATS1
MED12
DAPP1
BGN
TIGAR
MYO9B
ELF2
CES1
IBSP
HNF4A
GPM6B
RAF1
IL5
GPC1
IFNGR2
UBE2M
USP6
XIAP
GRB2
NEB
IL13
PSMD6
RSPO1
PRKG1
MAPK8
UBE2N
EP300
PTPN23
SLA
HSPA1A
STAMBP
CXCL6
FPR2
PDX1
USP1
RCC1
THRB
SERPINB5
BPI
NCF1
ATG5
RNF111
WAS
STK3
FGB
AP2M1
THBS2
GPX1
ELOC
MDM2
GRK3
CDC25C
TOR1A
ITGA10
TNFSF10
ADCY3
MAP2K1
NDUFS5
GATAD2A
SGPL1
FANCF
BLK
SMG5
ARAP1
FOXO3
CASP6
NECTIN1
ALOX12B
PPARD
TCF7L1
NRP1
KSR1
SLC3A2
ZNF318
CAV1
CASP8
SLC9A3
TNFRSF10A
FAIM2
ANGPT1
SPOP
ALAS1
CASP10
CDON
PJA1
PTPN11
MCM5
GIT1
MYD88
WASF2
MED6
AGXT
PPP2R5A
IRF2BP1
IRS4
KIFC3
BCL7A
NDUFAB1
PTPN6
TRIP10
NCAPH
DYNLRB1
PDE3A
ARHGEF7
TLX2
POLR1C
LRP5
IL27RA
PTPN5
SOCS3
ROR1
ABCA1
CAMK2D
SOD1
ACSS2
BAK1
FOXO4
IFNGR1
HMGCS1
MAPK12
MAP4K1
NR4A1
ITK
EXOC4
SIN3A
SLC24A1
PITPNA
SRP9
NUMA1
AMH
PARK7
PTGDR
WNT3A
TPT1
UNC119
CD28
FOXH1
CCL11
EIF2S1
SPATA6
MYOD1
KCNA5
NLRP1
LIMK1
FASLG
CPT1C
CBFA2T3
ANTXR1
SRGAP1
ORM2
PPIB
EHD4
CD47
IL12A
EEF1A1
KLK3
ATP6V1E1
PDCD10
INHBA
CD2
IPCEF1
BHLHE41
PLEKHA1
CHUK
