,0
1694,DYNC1H1
1695,PCSK6
1696,SPOCK2
1697,COL13A1
1698,IVNS1ABP
1699,PALLD
1700,PTPRA
1701,PPP1R13B
1702,LRP12
1703,MBD6
1704,MINK1
1705,ZNF606
1706,FBXL7
1707,TNR
1708,TTLL4
1709,DIP2B
1710,RPS6KC1
1711,MAPKAP1
1712,SLC39A5
1713,L3MBTL4
1714,SPRY1
1715,ACTG1
1716,ESYT3
1717,APOB
1718,ZNF471
1719,IL1RL2
1720,ALOX5
1721,GPR63
1722,KRT72
1723,POLR3A
1724,SAMD4A
1725,MRC2
1726,MAD2L1
1727,TAF2
1728,CSPG4
1729,PDYN
1730,ZNF544
1731,SORT1
1732,ADCY1
1733,AHNAK
1734,NRXN3
1735,WIPI1
1736,KIF5B
1737,PSMC6
1738,CEP192
1739,HJURP
1740,GGNBP2
1741,ADH1C
1742,RASGRF1
1743,STAT5A
1744,PTGS2
1745,AKAP13
1746,SLC43A2
1747,ERCC5
1748,MTHFD1
1749,PRCC
1750,PITX2
1751,LIPG
1752,PER1
1753,MAP3K7
1754,MYT1
1755,TJP2
1756,TM9SF2
1757,GMPS
1758,TSPAN12
1759,FAAH
1760,MAGI3
1761,GRB7
1762,KIAA1217
1763,NOTCH4
1764,TDRD9
1765,PLCG2
1766,MCRS1
1767,ITCH
1768,FMO2
1769,BAK1
1770,HTRA1
1771,PCLO
1772,APPL2
1773,RBM27
1774,ERAP2
1775,MTIF2
1776,ST3GAL3
1777,ECHDC1
1778,ZNF598
1779,NARF
1780,ZNF83
1781,BAZ2B
1782,PFKFB4
1783,QARS
1784,KIF9
1785,PIKFYVE
1786,PCDHA1
1787,STK17B
1788,KDM2B
1789,PROM1
1790,SPTBN1
1791,ZNF48
1792,KCNQ3
1793,AFTPH
1794,BFAR
1795,STK11IP
1796,RAB3GAP1
1797,MUC4
1798,LLGL2
1799,TUBB2B
1800,CAMTA2
1801,PAPOLA
1802,LTF
1803,TBC1D15
1804,CTCF
1805,PTGER2
1806,KCND3
1807,ARID2
1808,ZNF624
1809,ABCB6
1810,ZNF513
1811,CHTF18
1812,MYLK2
1813,NOP58
1814,FBL
1815,RBM25
1816,CCDC88C
1817,XRCC5
1818,ZNF74
1819,FERMT2
1820,NXF1
1821,ATP8B3
1822,TWISTNB
1823,LRP2
1824,EZH1
1825,PDIA4
1826,NBEA
1827,PPP1R9A
1828,SEC31B
1829,PHLPP2
1830,GAD2
1831,TRIM24
1832,FLNC
1833,INO80
1834,CFTR
1835,PRKCB
1836,ELL
1837,SLC7A9
1838,PKNOX2
1839,INO80D
1840,AFAP1L2
1841,PLEKHH1
1842,XBP1
1843,LRRN1
1844,RAD18
1845,IL17RD
1846,SCN5A
1847,FOXA1
1848,CLASP2
1849,GABRG3
1850,MYPN
1851,ASPA
1852,MCOLN1
1853,ITIH1
1854,CHRNA1
1855,SLC25A18
1856,SEMA3C
1857,LIN54
1858,PPP4R4
1859,TRAK1
1860,HELZ
1861,PARD3B
1862,ROBO1
1863,ATP2A2
1864,MAP4
1865,PALM2
1866,SIDT2
1867,KIF14
1868,TECPR1
1869,SNAPC1
1870,RGS8
1871,KCNB2
1872,ZNF648
1873,CTTNBP2NL
1874,SYNE2
1875,SCCPDH
1876,MYF6
1877,SLC12A6
1878,IPCEF1
1879,ZNF773
1880,TPST1
1881,UBAP1
1882,PLCH1
1883,NTNG1
1884,MRPL38
1885,ARHGEF1
1886,DNASE2
1887,GPI
1888,TRIM33
1889,ETV5
1890,RBPJL
1891,AVPR1B
1892,PRELP
1893,LRRFIP1
1894,FUS
1895,SYT6
1896,PKLR
1897,MX2
1898,ITGAM
1899,MLLT10
1900,IL10RB
1901,NID2
1902,SLC45A4
1903,KLK5
1904,EEF2
1905,AGAP2
1906,WNT5B
1907,KAT2B
1908,AKAP8
1909,TTLL7
1910,SNX14
1911,USP48
1912,G2E3
1913,SH2B1
1914,SERPINF1
1915,KRT75
1916,SF3B2
1917,AGTPBP1
1918,CAPN2
1919,PDS5A
1920,PTGER3
1921,SRGAP1
1922,ZNF611
1923,CHRM3
1924,COL5A3
1925,ZNF480
1926,DUSP10
1927,ABCA2
1928,HIPK1
1929,PLB1
1930,XAB2
1931,SNX9
1932,ADD2
1933,TOX2
1934,RASA2
1935,RGS6
1936,SLC2A13
1937,GRIN2B
1938,IL6R
1939,PTPRR
1940,PIP5K1C
1941,TRPM8
1942,BDP1
1943,ZIM3
1944,SRGAP2
1945,KCNJ2
1946,CD55
1947,ZIK1
1948,TRAF3IP1
1949,SERPINA1
1950,KLK3
1951,BAX
1952,LPIN2
1953,ABCA5
1954,DAAM1
1955,ACTB
1956,IQUB
1957,PPFIA4
1958,ESRP2
1959,PRDM15
1960,WNK2
1961,CTNND2
1962,ACACB
1963,ENGASE
1964,MDGA1
1965,VWF
1966,GNB3
1967,LIG1
1968,MEIS1
1969,HOXA5
1970,PTGFRN
1971,IL22RA1
1972,UQCRC2
1973,DGCR2
1974,GIMAP5
1975,INF2
1976,ELN
1977,PCDH18
1978,SEC24D
1979,UGGT1
1980,SOX13
1981,PTPRS
1982,TIMELESS
1983,WDR33
1984,PLEKHH2
1985,ENTPD7
1986,UMPS
1987,DGKE
1988,OTX2
1989,PLXNA2
1990,EIF2AK4
1991,IFT88
1992,PTPRZ1
1993,NRP1
1994,ABCC2
1995,CCDC61
1996,PDS5B
1997,PITRM1
1998,LOXL3
1999,ALG10
2000,CTTNBP2
2001,SIGLEC7
2002,NEBL
2003,KIFC3
2004,GRID2
2005,GP5
2006,KCNA1
2007,SCARA3
2008,STAG1
2009,ZNF526
2010,ZNF114
2011,ASXL2
2012,LANCL2
2013,DLG2
2014,ITGA9
2015,NEK1
2016,TNFAIP3
2017,ZNF263
2018,HPSE
2019,EGR1
2020,RPH3A
2021,HTR5A
2022,KCNQ5
2023,FMNL1
2024,ZNF93
2025,HEATR1
2026,RUFY2
2027,WDR19
2028,UGT8
2029,TLE2
2030,TRDMT1
2031,GPSM2
2032,TNIK
2033,PLBD2
2034,ARAP2
2035,DYNC1I1
2036,ZNF200
2037,BBS2
2038,TEX2
2039,FOXJ3
2040,SCPEP1
2041,RAPGEF4
2042,SF3B3
2043,FZD9
2044,PRKCG
2045,ATP8B4
2046,RALBP1
2047,TMCC3
2048,GPR137B
2049,SPTBN2
2050,ASPHD2
2051,ABCA7
2052,SERTAD3
2053,MAML3
2054,CORIN
2055,KIR2DL4
2056,TRAF3
2057,SPTAN1
2058,GDF9
2059,HSPA2
2060,IBTK
2061,ZP2
2062,NOL4
2063,HS3ST2
2064,INTS5
2065,ALS2
2066,FLT1
2067,HRNR
2068,ANKRD17
2069,TRIM36
2070,PHC2
2071,SLC8A3
2072,KLHDC3
2073,KIF1B
2074,HNRNPR
2075,FBXL5
2076,TLE1
2077,NIN
2078,KLHL24
2079,SACS
2080,MCOLN3
2081,RYR3
2082,DNM1
2083,CNNM2
2084,SV2B
2085,FBXO15
2086,ZNF276
2087,SF3B1
2088,ANXA4
2089,CTR9
2090,MYCBPAP
2091,PIK3CA
2092,SEC14L1
2093,SEC61A1
2094,HHAT
2095,CHL1
2096,HIST1H1C
2097,GALNT7
2098,ERBB3
2099,SLC4A7
2100,SRGAP3
2101,ENPP7
2102,DLG1
2103,CKAP2L
2104,CELSR2
2105,MTOR
2106,ATXN2
2107,TARBP2
2108,KCNG4
2109,ATR
2110,MGAT5
2111,CNTN4
2112,FGD6
2113,UBQLN4
2114,PTPRU
2115,PRRX1
2116,SERPINA5
2117,LDLR
2118,ABCB4
2119,RNF19A
2120,BMP1
2121,SEMA3A
2122,ADAM12
2123,IPO8
2124,NT5E
2125,MTPAP
2126,PARP14
2127,ENTPD6
2128,TFEC
2129,RPS6KB2
2130,LRRCC1
2131,AFF4
2132,TIAM2
2133,DCAF5
2134,DBR1
2135,CDC14A
2136,GPR155
2137,SEPT4
2138,ZNF678
2139,HORMAD1
2140,RBM28
2141,CIITA
2142,SYNCRIP
2143,ROR2
2144,TMEM161B
2145,TRIM25
2146,DRD5
2147,CLMN
2148,NDUFV3
2149,NECAB1
2150,OTUD7B
2151,ARSB
2152,BAHD1
2153,GPR142
2154,RECQL5
2155,KCNJ10
2156,MCPH1
2157,MANBA
2158,ATP9A
2159,MYH7B
2160,EXOC7
2161,NPY2R
2162,REST
2163,URGCP
2164,DIDO1
2165,SGK1
2166,RBBP5
2167,PIGR
2168,DNAH2
2169,PPARGC1B
2170,RGS16
2171,PPP1R3A
2172,F10
2173,MYH4
2174,ANXA6
2175,DHCR24
2176,CNGB1
2177,ZBTB44
2178,MTF1
2179,COX10
2180,SCML4
2181,CASP8
2182,PCDHB2
2183,ATG16L2
2184,ANAPC1
2185,EHD3
2186,RXFP3
2187,SYT2
2188,CSF1R
2189,ANXA11
2190,RNF14
2191,KALRN
2192,RUFY3
2193,CYFIP2
2194,KCNC2
2195,CHRM1
2196,NFKB2
2197,MDN1
2198,EIF3B
2199,PITPNM2
2200,CDCA7L
2201,IRF6
2202,ERG
2203,FAT4
2204,CLUAP1
2205,TOPBP1
2206,ISL1
2207,UBE4B
2208,CLCA1
2209,FLYWCH1
2210,SEMA4G
2211,SLCO1B1
2212,KCNA3
2213,VCL
2214,CD5L
2215,TRIM71
2216,PAK4
2217,PTBP1
2218,RBM19
2219,GALNT3
2220,PHKB
2221,SOS1
2222,ZNF254
2223,MBNL2
2224,XYLT1
2225,FOXJ2
2226,STAT4
2227,CDKL4
2228,F2R
2229,RTN2
2230,HIST3H3
2231,CLEC4A
2232,GRID1
2233,TEC
2234,PIK3R3
2235,SLC14A1
2236,NIPBL
2237,NTRK2
2238,CECR2
2239,NET1
2240,PRKACA
2241,ZNF335
2242,GALNT13
2243,NCOA2
2244,EYA3
2245,MYO10
2246,ADSS
2247,FUBP1
2248,LBR
2249,ZFP36L1
2250,IMMT
2251,TP53BP2
2252,ASL
2253,IGSF8
2254,ZNF324B
2255,KLC1
2256,HAS1
2257,STRN3
2258,KIAA1324L
2259,IL7R
2260,POU2F2
2261,PML
2262,CEP120
2263,ZDHHC22
2264,CNOT3
2265,PDIA5
2266,NAA25
2267,TRIM55
2268,RPS6KA1
2269,RPS6KL1
2270,GPC2
2271,XPOT
2272,GTF3C1
2273,CORO2B
2274,PLIN1
2275,TEAD4
2276,KRT3
2277,TGM5
2278,MR1
2279,PCDHB3
2280,RBP3
2281,OPLAH
2282,HIST1H3B
2283,CALD1
2284,ITGA6
2285,LIPE
2286,CNN1
2287,NF2
2288,KDM2A
2289,DOCK3
2290,IPO9
2291,GTPBP3
2292,RIMS1
2293,BMP3
2294,GIMAP8
2295,CPAMD8
2296,DICER1
2297,CAD
2298,PPM1F
2299,GLP2R
2300,DOCK2
2301,ZNF283
2302,DIAPH1
2303,OXCT1
2304,MTO1
2305,TXNDC11
2306,TCF3
2307,KIF24
2308,RASAL3
2309,SBF1
2310,GABRA4
2311,TLL2
2312,PRKG2
2313,ZNF646
2314,SATB1
2315,BCL3
2316,LRCH3
2317,DSP
2318,FLII
2319,CHGB
2320,AKAP6
2321,MED15
2322,FHOD3
2323,SMG1
2324,SGSM1
2325,RECQL4
2326,SCUBE2
2327,SEPT1
2328,ZMYM5
2329,MAML1
2330,RBM39
2331,SIK3
2332,MYBL2
2333,ARFGEF1
2334,BTD
2335,STAB1
2336,SIN3A
2337,ENAM
2338,CNST
2339,CGNL1
2340,JAK3
2341,KIF6
2342,HEPHL1
2343,ZNF786
2344,LY75
2345,ART5
2346,ROBO3
2347,TLK1
2348,EXOC2
2349,E4F1
2350,IL31RA
2351,CNOT1
2352,ZNF716
2353,MDM2
2354,OLFM4
2355,MINPP1
2356,CDC42BPB
2357,CPT2
2358,EAPP
2359,GAB2
2360,LGR5
2361,SPOCK1
2362,CARS
2363,SUOX
2364,ELAC2
2365,TUBB1
2366,TCP11
2367,PLTP
2368,TEX14
2369,RASAL1
2370,VPS53
2371,FREM2
2372,LRRC1
2373,BUB1
2374,CTNNA1
2375,TBX18
2376,AMPD3
2377,CDC25C
2378,CLCA4
2379,C1orf116
2380,GRHL3
2381,SEMA4D
2382,PICALM
2383,IL1RAP
2384,CAMK2A
2385,EDAR
2386,TMC8
2387,MICAL1
2388,ZNF638
2389,IGF2BP2
2390,XIRP1
2391,DCPS
2392,HLCS
2393,GRXCR1
2394,CSPP1
2395,RPL3L
2396,ACO1
2397,ANK2
2398,PLCD4
2399,NUP214
2400,KIF2A
2401,TBC1D9B
2402,SMURF1
2403,RUNX2
2404,PHLDB2
2405,STXBP5
2406,SLC22A9
2407,ABCC6
2408,DNTTIP2
2409,RTN1
2410,MYH2
2411,NPLOC4
2412,SLC30A1
2413,GRN
2414,MTMR6
2415,PLCG1
2416,HSD17B2
2417,ITGA11
2418,CEP164
2419,EPB41L5
2420,TTC21B
2421,SLC25A13
2422,LIG3
2423,NRG3
2424,SLC26A5
2425,DDX42
2426,NRP2
2427,AKAP12
2428,TRPC4AP
2429,EPB41L1
2430,UBXN4
2431,SLC40A1
2432,SLC12A2
2433,ATP6V0A2
2434,KCNK18
2435,GP2
2436,EYA4
2437,PRMT7
2438,RPN1
2439,ITGB2
2440,WT1
2441,LPGAT1
2442,SEL1L
2443,AFF1
2444,HIST1H2AL
2445,SCD5
2446,PATL1
2447,KCNA6
2448,TACC3
2449,SSH1
2450,EOMES
2451,DSG4
2452,ISLR2
2453,ECE2
2454,SALL3
2455,MAP3K11
2456,FBXW7
2457,PCMTD2
2458,RANBP17
2459,ZNF496
2460,DNAJC3
2461,HLF
2462,NPHS1
2463,ADCY7
2464,WWC1
2465,ANO3
2466,MLH3
2467,PITPNM1
2468,SLC12A3
2469,LGALS14
2470,ROCK1
2471,GOLIM4
2472,SEC61A2
2473,MRAP
2474,SOX5
2475,SLC6A17
2476,NR1H4
2477,SMARCAL1
2478,MYH7
2479,LILRA4
2480,PPP2R5B
2481,CDC42BPG
2482,LPCAT4
2483,STRN
2484,VCP
2485,TXNDC5
2486,P4HA2
2487,WWP1
2488,HCN4
2489,N4BP1
2490,ZNF71
2491,ITGA5
2492,POLA2
2493,AOX1
2494,ZP3
2495,MFAP1
2496,NT5C1B
2497,RRP12
2498,LLGL1
2499,TRPM2
2500,TKTL2
2501,RAB11FIP2
2502,KCNJ8
2503,IDH1
2504,ECEL1
2505,PCDHB7
2506,SYDE2
2507,ACSL3
2508,RRM1
2509,AMPH
2510,SCUBE1
2511,IPP
2512,MCM10
2513,AHNAK2
2514,SNRPN
2515,CCDC15
2516,CNTN2
2517,PTPN13
2518,UACA
2519,ASNS
2520,ADCY5
2521,STIM1
2522,COL5A2
2523,SPTLC1
2524,SSRP1
2525,CDH1
2526,IL1RL1
2527,ZNF500
2528,EML1
2529,AP2A2
2530,MC3R
2531,POFUT2
2532,KCNJ6
2533,DGUOK
2534,BTN3A3
2535,AAK1
2536,CIT
2537,PC
2538,PAX2
2539,DLG5
2540,SNX8
2541,LATS1
2542,FAF2
2543,SPOPL
2544,TTC25
2545,ATIC
2546,NOTCH3
2547,TEK
2548,APP
2549,PRKDC
2550,RPGRIP1
2551,TRPC1
2552,SLC7A14
2553,EVC2
2554,COL2A1
2555,FASN
2556,MYH14
2557,IPO13
2558,ZNF324
2559,ZBTB16
2560,BRD3
2561,NAALADL2
2562,CCR1
2563,USP47
2564,AARS
2565,SORBS3
2566,FST
2567,RGS3
2568,GAN
2569,ENC1
2570,CNOT10
2571,PRDM8
2572,FOXP2
2573,TNPO1
2574,NRF1
2575,RNF41
2576,KL
2577,IL5RA
2578,ZNF578
2579,PROC
2580,SKA1
2581,MAP3K1
2582,BLM
2583,TRIB2
2584,PEX5L
2585,TMEM209
2586,GPR84
2587,CDH16
2588,ZNF266
2589,LRRN2
2590,ZNF585A
2591,SLC34A2
2592,DSG1
2593,STAT3
2594,KCND2
2595,HNRNPUL1
2596,TFR2
2597,TRIM28
2598,DIS3L
2599,CMAS
2600,HNF1A
2601,PSD
2602,EIF2S2
2603,CSNK1E
2604,DNMT1
2605,RGS14
2606,CSGALNACT2
2607,DNAH1
2608,ZBTB5
2609,ATL3
2610,POLQ
2611,HBP1
2612,KLF11
2613,TRPS1
2614,ZNF662
2615,NFE2L2
2616,PRKAG3
2617,ACOX3
2618,AQP10
2619,EPHA3
2620,TSG101
2621,KRT17
2622,CRP
2623,FLAD1
2624,RHOA
2625,RGS4
2626,ZBTB22
2627,LY9
2628,ARID3C
2629,LIFR
2630,RNF40
2631,VWCE
2632,ADORA2A
2633,PHRF1
2634,SSH3
2635,ANAPC5
2636,CYTH4
2637,NEK11
2638,MYO3B
2639,TNRC6B
2640,SLC17A2
2641,TRPM4
2642,ZNF829
2643,TPCN2
2644,EML5
2645,TP53BP1
2646,LYST
2647,ALPK3
2648,MED16
2649,PILRB
2650,PIK3R5
2651,PKD2L1
2652,PODN
2653,ZNF207
2654,NOS2
2655,TANC1
2656,CC2D1B
2657,PCDHB11
2658,ILF3
2659,FRAS1
2660,CDYL
2661,PHF12
2662,PROS1
2663,PPIL2
2664,HDAC11
2665,SRPRB
2666,CEP170
2667,SATB2
2668,MCOLN2
2669,SART1
2670,NFASC
2671,EFR3A
2672,CTSE
2673,VAV3
2674,FAM129A
2675,VASH1
2676,KANK1
2677,CHST1
2678,SIGLEC1
2679,SEC24B
2680,SPATA18
2681,EIF5B
2682,RAB11FIP5
2683,SEC13
2684,SLC37A4
2685,AXIN2
2686,PIK3CD
2687,LUZP1
2688,BBS10
2689,CHSY1
2690,ZNF687
2691,CD86
2692,ZNRF4
2693,ABCA4
2694,NPHP1
2695,REL
2696,PICK1
2697,NTRK1
2698,SCN4A
2699,ATP2C1
2700,ANKRD27
2701,USP8
2702,SNTB1
2703,POGZ
2704,ANGPT1
2705,SPOP
2706,IQGAP1
2707,CTNNBL1
2708,SLC10A1
2709,ATP1A2
2710,DPP8
2711,INCENP
2712,ZNF518A
2713,SELP
2714,POLR3E
2715,FEZ1
2716,EGFR
2717,TMEM63A
2718,CYP24A1
2719,DLGAP4
2720,CELSR3
2721,ZNF512
2722,ITSN1
2723,PRKCD
2724,PARVA
2725,USO1
2726,ZNF334
2727,CLEC10A
2728,SGCD
2729,MGAM
2730,CD19
2731,SEMA4F
2732,SHROOM3
2733,FZD1
2734,TMTC1
2735,MAN2A2
2736,TMEM143
2737,ZNF714
2738,GRIN2D
2739,ARID1B
2740,EPHA1
2741,FLRT2
2742,SMARCA2
2743,KCNJ16
2744,PEG10
2745,DMBT1
2746,ACE
2747,APLP1
2748,UBR3
2749,GJA1
2750,CERKL
2751,BCAT1
2752,PRDM5
2753,APCDD1
2754,BRPF3
2755,CDC5L
2756,ZNF835
2757,HCN3
2758,ZMYM2
2759,UPF1
2760,C6orf89
2761,CACNA1G
2762,MMP14
2763,GORAB
2764,SCAF1
2765,BRAF
2766,PHF20
2767,PACSIN2
2768,ACTN3
2769,MYO1A
2770,SENP6
2771,ISX
2772,RFX3
2773,TRHDE
2774,ADAR
2775,ERCC2
2776,GRHL2
2777,DPYSL5
2778,TSKS
2779,KIF21B
2780,SOX9
2781,NASP
2782,TMEM214
2783,RBAK
2784,MRI1
2785,PCDH7
2786,KIR3DL2
2787,SLC7A7
2788,GZF1
2789,SPI1
2790,HTT
2791,PSMD1
2792,BCLAF1
2793,ITK
2794,HIF3A
2795,ADCYAP1R1
2796,CDK7
2797,MADD
2798,EHD2
2799,NPBWR1
2800,FOXN1
2801,CHD1L
2802,NUP210
2803,CPSF1
2804,GIGYF1
2805,CDK5RAP2
2806,NMUR2
2807,ALDH1L1
2808,NPC1L1
2809,HAND2
2810,DYNC2H1
2811,DOCK4
2812,MPP3
2813,SPPL2B
2814,LAMA5
2815,CLU
2816,OGDH
2817,UNC13D
2818,IL12RB1
2819,SLC4A2
2820,PTPRO
2821,ATF2
2822,TC2N
2823,PPP1R12A
2824,ZNF440
2825,NAALAD2
2826,PDPR
2827,GRIK3
2828,NCF2
2829,RELA
2830,LYN
2831,TJP3
2832,NEFM
2833,EDC4
2834,PRKD1
2835,ICK
2836,ETV3L
2837,FGG
2838,PLEKHG2
2839,SMTNL1
2840,NBPF1
2841,RNF6
2842,EPB41L4B
2843,NCOA3
2844,MSH3
2845,ATP4A
2846,ZNF587
2847,TRPA1
2848,PLVAP
2849,SNX25
2850,FCRL4
2851,CEP250
2852,C7
2853,PRPF4B
2854,CRY2
2855,VIL1
2856,DYRK1A
2857,ZNF665
2858,LGR4
2859,HIST1H4D
2860,GRIK1
2861,TRIM4
2862,BMPR2
2863,F13A1
2864,HSPH1
2865,OXSM
2866,BCL9L
2867,LAMB2
2868,VCPIP1
2869,GIMAP1
2870,UBXN2B
2871,ZNF551
2872,SAP130
2873,ZSCAN22
2874,NFKBIZ
2875,SLC5A5
2876,SORL1
2877,TRIM3
2878,PFKM
2879,IVD
2880,NT5DC3
2881,ENPP1
2882,GLYR1
2883,LETM1
2884,GALNTL5
2885,CD44
2886,RAPGEF6
2887,NAT10
2888,LZTS1
2889,GPR37
2890,PRDM9
2891,CSNK1A1L
2892,KCNK16
2893,PGR
2894,MMP16
2895,DUOX2
2896,ZNF16
2897,TCEA1
2898,VPS11
2899,TCOF1
2900,IREB2
2901,TSHR
2902,YEATS2
2903,RHOBTB3
2904,PTPN5
2905,ZNF217
2906,MAP3K13
2907,SH3BP1
2908,MPRIP
2909,NUDT13
2910,PTCRA
2911,MRPS18B
2912,SETD2
2913,SV2A
2914,SEL1L3
2915,ODF2L
2916,RGS7
2917,PZP
2918,GRIP2
2919,NLRX1
2920,GOPC
2921,VSTM1
2922,MBD1
2923,ZBTB10
2924,DDX1
2925,SCYL3
2926,MBTPS1
2927,TLK2
2928,ADCY3
2929,SLITRK1
2930,EMB
2931,MFF
2932,TPTE2
2933,HSPA5
2934,UBASH3B
2935,SCFD1
2936,ATG16L1
2937,PNKD
2938,TBC1D2
2939,GCC2
2940,CDKN1B
2941,CPD
2942,ZNF572
2943,DCTN1
2944,COL5A1
2945,ZNF34
2946,RARG
2947,BACH2
2948,ACLY
2949,PIWIL1
2950,OTUD7A
2951,TRPC4
2952,MBIP
2953,KCNT2
2954,ZNF397
2955,GFAP
2956,FRMD6
2957,CLCA2
2958,SERPINC1
2959,ZNRF3
2960,FMN1
2961,ZNF582
2962,KLK15
2963,ARHGEF17
2964,AHCTF1
2965,RABEP1
2966,PKP4
2967,TG
2968,SPRED1
2969,MICALL1
2970,WASF3
2971,KIAA1324
2972,CAMK4
2973,MAN2B2
2974,DDX46
2975,CARD6
2976,MPP4
2977,PADI4
2978,AGL
2979,SENP7
2980,SCN10A
2981,IRAK2
2982,SLC18A1
2983,LCP1
2984,SLC4A8
2985,RAB3GAP2
2986,ZNF234
2987,HOXB13
2988,DNAH3
2989,BRF1
2990,CLCN2
2991,GEMIN4
2992,CDH17
2993,YTHDC1
2994,CDC6
2995,ZNF626
2996,SMG7
2997,MEGF10
2998,NCKAP1L
2999,DPAGT1
3000,NOTCH2
3001,ARHGAP29
3002,ALDH1A1
3003,RAD50
3004,XPR1
3005,NTHL1
3006,RPP40
3007,EIF4G1
3008,RAD21
3009,PRPF3
3010,EPC1
3011,FASTKD2
3012,IL1R2
3013,PPHLN1
3014,TNNT3
3015,POLR2A
3016,CHD1
3017,STAU1
3018,BTNL8
3019,GPR162
3020,MSL2
3021,KCNV1
3022,DHTKD1
3023,BAZ1A
3024,ATP1A1
3025,ZFYVE1
3026,PSMD3
3027,ACOT4
3028,BTN3A1
3029,KRT34
3030,C5
3031,STAM2
3032,LRRC8A
3033,SERINC2
3034,MYOF
3035,ZC3H7B
3036,PKP2
3037,CCNA2
3038,IL15
3039,KTN1
3040,PABPC4
3041,ARHGAP12
3042,SUPT6H
3043,RNF182
3044,SERINC1
3045,SEC23B
3046,ATG9A
3047,TMEM71
3048,DCUN1D1
3049,MYO5C
3050,EPHB4
3051,MERTK
3052,CSNK2A1
3053,ZFR
3054,ZNF506
3055,PON1
3056,ZNF521
3057,POLG
3058,PRTG
3059,ZNF675
3060,ZFP28
3061,ZBTB38
3062,BRCA1
3063,FLG
3064,XRCC1
3065,TCERG1
3066,HOXB2
3067,DCBLD1
3068,GALNT10
3069,ZNF215
3070,ZC3H7A
3071,ITGAX
3072,ZNF644
3073,TUB
3074,TTLL1
3075,EZH2
3076,KCNN2
3077,FN1
3078,PDILT
3079,TRAM1L1
3080,NCAPH
3081,CLIP2
3082,GBE1
3083,NEFH
3084,DNAH9
3085,CLPX
3086,LMAN2
3087,MYO5A
3088,TTLL5
3089,PCDH9
3090,ZNF317
3091,MCC
3092,EPHB1
3093,NR4A3
3094,ATL1
3095,TTF2
3096,ST18
3097,CRMP1
3098,THSD7A
3099,ZNF649
3100,RFC1
3101,CEP350
3102,ZC3H12A
3103,MFSD9
3104,UAP1
3105,PCSK7
3106,COL3A1
3107,ZBTB39
3108,CASR
3109,NEK9
3110,F5
3111,MARK2
3112,STAT5B
3113,HYOU1
3114,KCNN3
3115,NUF2
3116,AMBRA1
3117,IL18R1
3118,DECR1
3119,PI4KB
3120,SERPINE1
3121,LMBR1L
3122,ITSN2
3123,EIF3L
3124,SEMA3B
3125,FNIP1
3126,DYNC2LI1
3127,ADAMTS12
3128,MAP3K8
3129,COPG2
3130,ZKSCAN4
3131,EXPH5
3132,MAP1B
3133,SP100
3134,TRIP11
3135,SLC13A4
3136,GPR39
3137,ZNF267
3138,PTPRK
3139,MDM1
3140,CAPRIN1
3141,EXOC1
3142,NCAN
3143,NEO1
3144,ZNF454
3145,GPATCH1
3146,HMGXB4
3147,ACIN1
3148,OASL
3149,LRRK2
3150,INSIG2
3151,RPAP1
3152,ROBO4
3153,AP2A1
3154,ANO6
3155,DOK1
3156,SPAG9
3157,EXT2
3158,SIK2
3159,B4GALNT4
3160,NPAS4
3161,SP110
3162,SEC23A
3163,FUCA2
3164,TNS1
3165,SIPA1L1
3166,GRB14
3167,SETDB1
3168,TMED10
3169,CAND1
3170,MDM4
3171,HSPA4
3172,KRT6B
3173,DTNB
3174,PBXIP1
3175,SNAP25
3176,PPM1E
3177,SCMH1
3178,ISLR
3179,CARM1
3180,ZNF669
3181,FEZF2
3182,BTBD10
3183,TAF1A
3184,TP53
3185,FHL5
3186,ST8SIA2
3187,ULBP2
3188,AQR
3189,DISP1
3190,UNC13B
3191,CHI3L1
3192,ZNF230
3193,THEMIS
3194,ADCY10
3195,RBM15
3196,FBLN1
3197,DAPK1
3198,PSME4
3199,CNTLN
3200,SYN2
3201,ITPR1
3202,PCDH12
3203,MTR
3204,TNS4
3205,PPL
3206,SLC26A9
3207,CXCL6
3208,KCTD3
3209,MYO1B
3210,LRRC15
3211,NCAM1
3212,MAG
3213,PLSCR2
3214,PLCL2
3215,ANO5
3216,SEZ6L2
3217,PMS2
3218,TNFRSF11B
3219,MEF2C
3220,DDX24
3221,AGK
3222,SDR16C5
3223,COMP
3224,ACSM5
3225,AP1G1
3226,PRICKLE2
3227,ABCF2
3228,PRSS12
3229,C5AR1
3230,CCDC14
3231,LRFN5
3232,NUMA1
3233,TMTC4
3234,APOA5
3235,GALNT11
3236,FBXO11
3237,MSH4
3238,PYGM
3239,ELOVL4
3240,PRPF8
3241,PJA2
3242,KIF21A
3243,CD38
3244,PIH1D1
3245,TPP2
3246,NPFFR2
3247,HERC6
3248,PSMD12
3249,NEDD4
3250,SIRPB1
3251,GPNMB
3252,SLC22A7
3253,STEAP2
3254,HERC5
3255,ALOX15B
3256,FAM171A1
3257,UGGT2
3258,RDH11
3259,TRIM9
3260,MARS
3261,CYP11B2
3262,TXLNA
3263,AFG3L2
3264,ASPM
3265,IL2RB
3266,PLCB2
3267,DDX50
3268,AZIN1
3269,RANBP2
3270,ATAD5
3271,SMG6
3272,CPN1
3273,DMXL2
3274,CETP
3275,GOLGA5
3276,ZFP90
