,pretrain_score
0,-0.7613921701208171
1,-0.7429540918919608
2,-0.7389862308499467
3,-0.752848352072151
4,-0.7364638147078095
5,-0.749066969476865
6,-0.7413710349186198
7,-0.745038852180097
8,-0.7454190987112917
9,-0.749536158106973
10,-0.7521030167785976
11,-0.7555073325849496
12,-0.7565182045148051
13,-0.7572967722686266
14,-0.7609580105947618
15,-0.7591086326601211
16,-0.7592501690550836
17,-0.7638426530852848
18,-0.7583240184280986
19,-0.7611036208445154
20,-0.7657997878986099
