,pretrain_score
0,2.0881442600520947
1,1.9704258887174828
2,2.0857237483701887
3,2.2370264385858736
4,2.352658058278263
5,2.0989114652066583
6,2.1889516434016283
7,2.3043124011574827
8,2.325431174828657
9,2.0356545175012863
10,2.2700635642407034
11,2.2112118361294897
12,2.05173812524185
13,2.3961987326961856
14,2.3373857797354303
15,2.2616268449190025
16,2.365267580033188
17,2.370839881397699
18,2.4156436609018836
19,2.5093183550295106
20,2.4168799207585416
